Label,gaborenergy,gaborentropy,width,Height,area,perimeter,Extent,Solidity,Hull_Area,AspectRatio,Rectangularity,Circularity,EquiDimeter,RedMean,GreenMean,BlueMean,RedVar,BlueVar,GreenVar,contrast,correlation,inverse difference moments,entropy
1,0.592074174,1.116073724,256,40.31797791,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,40.31797791,48.09773254,31.55102539,45.93118424,36.8329941,54.23267549,151.7719913,0.968343849,0.645021956,5.884972395
1,0.485843224,1.446737666,256,48.2130127,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,48.2130127,54.9412384,41.02926636,55.00249855,46.81585035,61.64347252,181.6580841,0.972557575,0.643376464,5.981617724
1,0.464305038,1.537173978,256,45.37399292,32711,1748.347322,0.499130249,0.503052672,65025,1,2.003485066,93.44619112,204.0807163,45.37399292,61.07728577,46.58453369,50.0947219,51.12289696,65.15968071,299.894383,0.955938958,0.593769401,6.706046896
1,0.455920365,1.501725627,256,50.12937927,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,50.12937927,62.25019836,44.65161133,51.61477375,45.46296368,61.63123128,161.8659562,0.975383202,0.585378346,6.868558054
1,0.56431972,1.159605541,256,42.32501221,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,42.32501221,52.00526428,35.89468384,45.08863566,38.68120096,54.51267609,159.556105,0.967897595,0.611178745,6.273587366
1,0.555487582,1.430560176,256,24.02322388,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,24.02322388,52.08648682,46.38473511,37.48139281,68.86885337,76.71003003,200.8328389,0.973692048,0.733034708,4.686266023
1,0.552522168,1.346956686,256,33.22557068,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,33.22557068,61.05709839,42.14584351,37.40134206,50.01575222,64.47615431,192.456106,0.968082382,0.588227937,6.974070727
1,0.585746379,1.266625944,256,19.1559906,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,19.1559906,49.009552,46.52456665,31.2292036,65.26741356,67.85921783,154.1704534,0.974134948,0.725193624,4.969980719
1,0.677081271,1.00147806,256,36.09754944,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,36.09754944,44.04502869,30.5349884,43.47165982,39.11728107,51.55617861,202.4598632,0.953537054,0.649923054,5.958904078
1,0.521172273,1.299766579,17,46.56941223,76,38.97056234,0.558823529,0.932515337,81.5,2.125,1.789473684,19.98295696,9.836981519,46.56941223,59.62446594,40.65919495,44.5916203,39.23474313,55.54713304,172.9408326,0.966982606,0.564997048,6.987566989
1,0.396661222,1.813995554,256,37.69866943,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,37.69866943,79.18063354,66.76161194,41.89040705,68.46386107,77.61494473,361.8394894,0.95721036,0.550237193,7.533369951
1,0.57430836,1.151776423,256,42.17141724,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,42.17141724,54.53346252,35.26063538,43.42244011,36.64457332,54.64279934,153.694911,0.967944784,0.595076544,6.43418029
1,0.488924746,1.560141287,256,38.74266052,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,38.74266052,60.23388672,49.57913208,47.68480653,61.0483744,70.86135512,317.560401,0.957912507,0.658566238,5.861126293
1,0.582745589,1.110275659,256,40.35958862,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,40.35958862,50.38449097,34.94471741,44.03672678,38.04349212,53.78860061,122.0772505,0.974946857,0.636482845,5.880174849
1,0.729140242,0.786750851,256,29.39317322,35827.5,2015.075241,0.546684265,0.550980392,65025,1,1.829209406,113.3355168,213.5813423,29.39317322,44.33810425,26.59962463,34.93907838,32.7836684,51.29940458,154.9060135,0.957479184,0.660736876,5.500923816
1,0.506865066,1.463837453,256,39.59617615,35455,1932.572719,0.541000366,0.545251826,65025,1,1.848427584,105.3402147,212.4681342,39.59617615,57.48068237,44.63830566,46.91237667,54.68224478,65.92225131,238.6046399,0.964457605,0.654916405,5.920792584
1,0.455674875,1.572388136,13,47.57043457,50,30.48528111,0.641025641,0.99009901,50.5,2.166666667,1.56,18.58704729,7.978845608,47.57043457,70.41520691,46.90301514,45.12620528,44.64991241,63.40897758,219.2222783,0.966637154,0.530430743,7.622571205
1,0.498452323,1.489060432,256,36.01831055,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,36.01831055,57.71220398,42.36846924,43.17820788,52.45960828,67.72652182,228.0194458,0.965647435,0.64853534,5.98244371
1,0.637230242,1.007521018,256,36.8266449,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,36.8266449,52.61097717,35.36216736,38.26240558,37.0611292,52.15079273,170.5160245,0.959591372,0.582979491,6.755084968
1,0.397221118,1.715629335,256,33.6224823,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,33.6224823,75.82168579,67.75372314,38.06720991,73.82777644,81.67014701,233.0705127,0.973823315,0.630360973,6.128943948
1,0.562952733,1.208799784,256,38.66621399,29975,1891.37676,0.457382202,0.460976547,65025,1,2.186355296,119.3429874,195.359554,38.66621399,58.21836853,38.91603088,39.29547817,41.79280006,58.03587651,197.852742,0.960071434,0.583823883,6.799370569
1,0.696292917,0.894511036,256,33.35263062,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,33.35263062,47.4924469,29.18696594,37.50632773,33.81904516,50.64833541,161.5345247,0.959022552,0.628878868,6.302064665
1,0.450244548,1.565689596,256,45.09140015,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,45.09140015,61.47195435,46.50169373,49.50945808,51.83591775,65.84829923,217.3516047,0.968818241,0.605324474,6.573684218
1,0.474487518,1.56314542,256,26.50984192,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,26.50984192,64.90252686,55.77133179,36.82952905,77.61887179,89.29162117,178.3065721,0.98191171,0.741831342,4.660902813
1,0.778179869,0.76760771,256,10.89480591,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,10.89480591,23.11776733,20.31147766,25.84176515,45.03188581,49.9200782,118.5887957,0.960063084,0.854023977,2.747612796
1,0.603880552,1.293179241,17,23.78636169,275,71.94112539,0.577731092,0.961538462,286,0.607142857,1.730909091,18.82009281,18.71205159,23.78636169,43.58097839,37.89094543,40.88851059,60.97549767,69.56891648,199.3991011,0.968616997,0.776299507,4.023753513
1,0.647832795,1.177167049,256,21.71070862,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,21.71070862,37.16575623,32.98599243,41.95713259,60.15630569,67.39904044,176.043647,0.971665081,0.808789332,3.487596648
1,0.614738835,1.194941771,256,21.74873352,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,21.74873352,41.95562744,33.81443787,37.00739882,54.63667593,67.01971612,112.9745747,0.980699536,0.778571889,3.992579689
1,0.513782416,1.396571519,256,41.34416199,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,41.34416199,59.37007141,37.02157593,46.4142973,42.29049124,63.66234659,195.6187648,0.968723652,0.60565087,6.598815249
1,0.563622661,1.207684301,10,35.74911499,49,28.48528123,0.6125,0.98989899,49.5,1.25,1.632653061,16.5594132,7.89865417,35.74911499,60.41400146,38.33576965,34.89345725,36.11481739,55.34914141,130.432126,0.97071076,0.544917278,7.148900164
1,0.614124915,1.110521218,256,39.20936584,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,39.20936584,55.53067017,35.8684845,39.46576961,38.83732904,54.58739504,172.0385653,0.963389778,0.571157502,7.04520107
1,0.667653281,1.027752479,256,29.90293884,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,29.90293884,38.55541992,28.66378784,42.38704609,43.91170866,54.60779693,165.7038258,0.96388393,0.732026844,4.699994353
1,0.638328884,1.053445899,256,40.30149841,31658.5,1858.364567,0.483070374,0.48686659,65025,1,2.070091761,109.0866233,200.7706506,40.30149841,50.0461731,32.37547302,43.29135249,36.83576057,52.86368467,173.445946,0.961550349,0.596197267,6.647391385
1,0.491510885,1.502191075,256,28.92556763,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,28.92556763,57.14071655,52.94937134,40.97922844,72.91915033,78.3298621,208.1837245,0.974645263,0.729985113,4.69277596
1,0.514111757,1.354157839,256,45.35604858,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,45.35604858,57.03010559,39.76570129,46.97974592,42.99003119,58.34120413,233.9767746,0.957956195,0.591946654,6.573653444
1,0.753647134,0.826106766,256,10.62666321,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,10.62666321,30.65005493,28.14515686,23.48736641,52.31396455,55.53596257,125.0888291,0.964616733,0.807010329,3.483541839
1,0.597307787,1.275250383,256,32.06889343,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,32.06889343,45.09054565,40.55198669,43.84871605,56.68135886,59.81257433,312.945848,0.942636358,0.694607011,5.27608997
1,0.695678224,0.886508427,256,36.9072876,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,36.9072876,46.4379425,30.16680908,39.62819925,33.67848245,48.67077359,132.9074936,0.965575327,0.613539452,6.459785547
1,0.725536971,0.92111798,256,16.79928589,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,16.79928589,32.08625793,26.31460571,34.29027997,48.2853908,56.94301894,133.4380539,0.968822743,0.801916052,3.714282249
1,0.631367797,1.031979673,256,37.96337891,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,37.96337891,51.0511322,31.05429077,38.76135602,32.76998567,51.57221879,149.1945479,0.963118957,0.586191093,6.496478968
1,0.426036079,1.722064362,256,31.68804932,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,31.68804932,75.92724609,69.44099426,40.05648449,85.73223211,93.98928667,225.0971208,0.980349032,0.693634825,5.192618617
1,0.74811622,0.843259765,256,13.35420227,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,13.35420227,27.36572266,21.37258911,29.26784418,43.67791392,54.28172231,102.9503773,0.971754311,0.836532947,3.041344792
1,0.546983442,1.428743659,256,37.37330627,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,37.37330627,52.13925171,48.05622864,47.40333697,61.64860628,63.99121238,347.2571261,0.946421081,0.658930447,5.848649458
1,0.53108386,1.35966244,256,42.73735046,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,42.73735046,55.28240967,38.98503113,49.17658474,44.52668122,60.74600661,194.1654961,0.9685312,0.618239783,6.425921091
1,0.461970996,1.443695641,256,49.17385864,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,49.17385864,57.43919373,41.0617981,52.52703642,44.00032663,60.43516909,178.456633,0.971388019,0.617953525,6.084310545
1,0.493600329,1.401087398,256,30.60256958,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,30.60256958,51.81958008,43.64207458,40.2912626,56.56019224,66.92319205,136.1651853,0.978267949,0.717419384,4.70781614
1,0.691918985,0.99292489,256,13.95857239,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,13.95857239,30.80749512,25.33250427,29.75398151,53.29600771,64.07734791,114.2999069,0.975942642,0.860104762,2.637238779
1,0.397895193,1.727050826,256,29.9964447,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,29.9964447,74.44763184,68.09486389,35.73033875,76.84723116,83.18766859,236.0419932,0.973555349,0.647861016,5.984731009
1,0.667453592,0.988925877,256,31.03462219,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,31.03462219,39.88548279,26.64051819,41.80621837,38.01308577,52.98005698,123.6157381,0.971931886,0.706882872,5.062537195
1,0.591826739,1.162384553,36,35.38626099,1716.5,271.3797239,0.414613527,0.663381643,2587.5,0.313043478,2.411884649,42.90530413,46.74949923,35.38626099,59.70373535,39.12380981,35.60012928,41.39758632,55.85550108,191.6441685,0.959112861,0.559399356,7.299138687
1,0.448350581,1.511529659,256,44.1648407,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,44.1648407,59.43377686,42.52749634,50.78248349,49.01001068,67.09591102,191.9487294,0.972605866,0.648276186,5.836348956
1,0.582886858,1.228728444,256,33.31413269,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,33.31413269,44.50514221,33.99563599,44.65999446,45.50095086,58.09886455,158.7108934,0.969477543,0.695287191,5.101726464
1,0.6138372,1.116196316,256,37.23554993,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,37.23554993,53.09448242,36.44537354,40.24309918,41.68486789,55.97228168,198.8624186,0.959095296,0.592428067,6.763168288
1,0.575248687,1.227305285,256,26.38024902,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,26.38024902,50.77008057,42.44239807,35.03829478,52.90565624,61.7688841,170.6288349,0.967441367,0.679662549,5.486518747
1,0.584433401,1.261037652,256,34.65492249,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,34.65492249,58.60888672,35.19381714,39.73410063,40.41634067,60.75384572,263.7962721,0.951125588,0.585433724,6.919657635
1,0.679593891,0.892574687,256,29.90704346,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,29.90704346,42.9201355,28.21890259,36.96871857,34.26099027,50.82805475,109.0268378,0.972308962,0.660652451,5.581438929
1,0.577093014,1.178890228,256,41.62457275,30378,1783.719908,0.463531494,0.467174164,65025,1,2.157350714,104.7355557,196.6684288,41.62457275,55.29780579,38.41134644,42.09302011,40.19301669,54.46305599,211.8838038,0.955858966,0.567323511,6.964186612
1,0.504093217,1.36226308,256,45.36109924,34592,1867.033611,0.527832031,0.531980008,65025,1,1.894542091,100.7693833,209.8663916,45.36109924,54.51835632,39.59977722,50.86243114,44.37639116,59.43560742,185.2795662,0.969464365,0.631401139,6.117513919
1,0.416826705,1.713429799,256,52.46569824,34837.5,1948.163556,0.531578064,0.535755479,65025,1,1.881191245,108.9441332,210.6097876,52.46569824,68.19630432,50.02754211,58.20483388,54.94513133,73.17838341,258.6435567,0.971174229,0.623737337,6.351937122
1,0.569017328,1.222891676,256,35.1847229,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,35.1847229,48.78082275,33.65567017,43.06738532,42.68339764,59.49005015,165.8852365,0.968597772,0.673633803,5.36617106
1,0.597080769,1.122814359,256,39.49331665,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,39.49331665,50.91473389,34.37814331,41.96240097,37.14820396,53.50431785,149.1666976,0.967175993,0.606541657,6.14714714
1,0.621890756,1.1019417,256,37.49937439,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,37.49937439,47.20626831,34.33650208,42.92208439,40.21379254,52.93265842,180.029224,0.9603815,0.636253674,6.025526105
1,0.408600238,1.723356363,256,45.11843872,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,45.11843872,68.99125671,54.14678955,50.75239064,60.90025628,75.84170812,204.3874566,0.976825606,0.634270112,6.144323223
1,0.454153861,1.504005498,256,47.76060486,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,47.76060486,61.42010498,41.49224854,49.82447602,44.85736572,63.72352771,175.6267414,0.973196692,0.604320547,6.388100444
1,0.572597938,1.326813362,256,30.88722229,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,30.88722229,46.34384155,44.27455139,42.25676451,58.3084404,60.49124308,255.3204009,0.95515685,0.678938208,5.528613759
1,0.759627732,0.740098726,256,31.4019928,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,31.4019928,43.27223206,27.69235229,33.56560197,32.13737783,45.71427049,154.4951497,0.951743689,0.600150091,6.359873172
1,0.646566152,1.129434492,256,21.05711365,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,21.05711365,44.68661499,39.36550903,32.38728511,56.25185145,61.60400995,212.1822892,0.957338949,0.704700038,5.122971524
1,0.541929073,1.273743027,6,40.31005859,5,11.65685415,0.277777778,0.769230769,6.5,2,3.6,27.17644975,2.523132522,40.31005859,54.0383606,36.66790771,44.20753461,39.92727389,57.48040538,153.2371617,0.971013785,0.620631098,6.249465752
1,0.677383568,0.926958122,256,31.64076233,35098.5,1766.908724,0.535560608,0.539769319,65025,1,1.867202302,88.94871398,211.397252,31.64076233,44.81285095,28.01119995,37.15132774,34.0641753,51.0678839,141.8931784,0.963382301,0.642054055,5.887967755
1,0.690189565,0.89600272,256,32.16265869,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,32.16265869,39.54820251,26.14874268,41.61112421,34.18064464,50.10359381,116.7817855,0.970788815,0.696194771,5.095882672
1,0.477226136,1.568256138,256,40.25007629,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,40.25007629,61.10307312,49.55203247,46.21216128,59.69356698,68.13874449,290.9835471,0.959148901,0.611896659,6.588367018
1,0.607933935,1.11647844,256,39.28645325,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,39.28645325,52.07807922,33.28356934,41.78146135,39.4884086,54.72629225,191.9113797,0.959371733,0.595757075,6.652468406
1,0.411658467,1.755925345,256,42.72015381,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,42.72015381,72.07563782,63.28822327,51.81620875,76.56521706,87.04422207,206.6055013,0.981227631,0.678992368,5.380051975
1,0.524362459,1.354307508,256,40.65432739,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,40.65432739,55.3374176,36.79985046,45.90913325,42.04730098,60.57684738,172.3639593,0.970258568,0.636197647,6.130608623
1,0.567967013,1.166947299,256,38.35321045,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,38.35321045,49.60624695,33.70133972,44.43876839,39.0182283,55.84491839,127.1527632,0.975115595,0.645720116,5.891276243
1,0.58632025,1.216775402,256,33.86016846,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,33.86016846,51.17842102,37.22505188,41.2694136,46.70879677,60.79396089,175.6489501,0.968034236,0.655646164,5.863021491
1,0.64713099,1.005261512,256,36.85542297,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,36.85542297,50.8331604,32.1212616,38.65551878,35.92602724,52.46248046,169.9164213,0.960172692,0.597773674,6.447501848
2,0.585352756,1.269641596,7,33.14971924,35.5,25.89949477,0.507142857,0.91025641,39,0.7,1.971830986,18.89531913,6.723094811,33.14971924,57.14785767,41.90542603,32.2836991,40.05854896,52.06714656,182.2362333,0.955963448,0.52169231,7.693058864
2,0.681651721,1.02912092,256,24.15170288,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,24.15170288,36.33906555,27.75952148,40.51210609,45.1716399,57.01508849,183.4064784,0.959865102,0.758324622,4.343613703
2,0.349826655,2.009146198,13,59.69586182,186,76.28427076,0.433566434,0.863109049,215.5,0.393939394,2.306451613,31.28650519,15.3890401,59.69586182,83.95544434,67.08189392,52.71739888,59.71286369,69.56834003,438.6180525,0.949607344,0.505949997,8.128889024
2,0.610313844,1.285835746,256,30.57324219,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,30.57324219,46.40061951,30.32711792,47.95875533,46.89412195,66.33223618,343.0680212,0.946574717,0.710725882,5.176586785
2,0.56612127,1.392215285,256,27.60949707,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,27.60949707,51.10144043,42.74734497,42.07141839,61.89408621,72.46146959,216.7514982,0.970234862,0.726463973,4.83461359
2,0.632598592,1.234824787,256,33.95419312,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,33.95419312,45.27156067,31.74246216,51.19844648,47.03961156,63.42393011,226.0969151,0.964343639,0.723889545,4.977645184
2,0.519898613,1.458220092,256,37.88194275,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,37.88194275,57.70922852,45.49739075,45.69203084,52.12609387,62.50947207,294.0424267,0.952739211,0.636877358,6.233707056
2,0.675633956,1.080642441,256,21.0450592,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,21.0450592,37.08546448,27.33624268,33.42750744,43.52952548,56.71193441,146.6638626,0.965543962,0.740405537,4.456469684
2,0.56319976,1.358804569,256,32.84939575,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,32.84939575,51.75617981,35.55917358,46.06909025,49.13459145,67.21893081,257.7294171,0.960454519,0.687710723,5.475665274
2,0.552358178,1.473192621,256,31.72697449,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,31.72697449,48.26797485,40.83538818,47.80206013,60.7359779,70.6719879,353.7223784,0.948857997,0.734439748,4.670362072
2,0.601228539,1.133278018,6,31.60923767,33,24.48528123,0.55,0.904109589,36.5,0.6,1.818181818,18.16754536,6.482044814,31.60923767,64.64042664,47.83427429,32.85195312,44.29377832,56.54689249,169.7875946,0.963055949,0.535439296,7.716555543
2,0.757006788,0.850701377,256,20.5763092,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,20.5763092,29.53588867,20.21936035,40.0050138,39.4358642,53.56326426,199.4307826,0.947623511,0.811852755,3.518618359
2,0.753810312,0.821042237,256,16.53619385,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,16.53619385,32.67834473,28.89089966,31.5564143,45.69847999,51.86817295,179.5072866,0.948430512,0.781019965,3.997253455
2,0.547827485,1.39999675,11,30.41850281,76.5,50.04163015,0.331168831,0.831521739,92,0.523809524,3.019607843,32.73417971,9.869286964,30.41850281,54.44184875,43.80880737,38.92151525,54.61612758,64.29334508,256.9152673,0.957087654,0.646474197,6.026766646
2,0.535133821,1.348881178,133,43.5091095,9360,637.7056243,0.466065827,0.644783522,14516.5,0.880794702,2.145619658,43.4474854,109.1674042,43.5091095,57.86437988,41.29264832,43.00617556,40.92111177,54.89153242,268.6056667,0.946682964,0.553053853,7.178642832
2,0.60045097,1.254303439,256,32.62133789,65025,1020,0.992202759,1,65025,1,1.007858516,16,287.7366876,32.62133789,44.48175049,34.14492798,44.16378145,46.42027051,57.59237365,215.5915292,0.958531595,0.688581073,5.362617824
